"random_id","snap_elec_app","q2_new","q3","q4","q5a","q5b","q5c","q5d","q5e","q6count","q7count","q8a","q8b","q8c","q8d","q8e","q8f","q8g","q8h","q8i","q8j","q8k","q8l","q9","q10count","q11a","q11b","q11c","q11d","q11e","q12a","q12b","q12c","q12d","q12e","q12f","q13a","q13b","q14","q17","q19","q20","q21a","q21b","q21c","q21d","q21e","q21f","q21g","q21h","q21i","q21j","q21k","q21l","q22a","q22b","q22c","q22d","q22e","q22f","q23a","q23b","q23c","q23d","q23e","q23f","q23g","q23h","q23i","q24","q25a","q25b","q25c","q25d","q25e","q26a","q26b","q26c","q26d","q26e","q26f","q27a","q27b","pop_density"
571,1,1,1,2,2,2,3,3,3,1,4,2,2,2,3,2,3,2,3,3,3,3,3,1,,2,2,3,3,3,2,3,2,2,2,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
572,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,2,3,2,2,2,2,2,2,2,2,1
573,1,1,1,3,2,2,2,2,2,1,1,3,3,2,3,3,3,3,6,3,2,3,4,1,1,3,3,3,3,3,3,2,2,2,2,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
574,1,1,1,4,,,,,,,3,2,3,2,2,3,3,2,6,3,3,3,3,1,2,2,6,6,2,3,4,4,3,3,3,3,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
575,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,3,1
576,1,1,2,2,1,1,2,1,1,1,2,2,2,2,1,1,1,2,6,1,2,2,2,1,3,1,1,2,2,2,2,3,3,2,2,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
577,1,1,1,3,2,2,,3,3,1,,4,5,4,4,6,4,6,6,2,2,6,2,1,1,2,3,6,2,2,5,2,2,1,1,2,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
578,1,1,1,1,3,3,3,2,2,1,,2,2,2,2,,2,3,6,2,2,2,2,2,,2,2,6,2,6,3,6,3,3,3,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
579,1,1,1,3,,,,,,,3,1,2,1,2,1,1,1,3,2,1,2,2,1,2,2,2,2,2,2,3,3,2,3,2,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
580,1,1,1,2,2,3,3,2,2,1,2,3,2,2,2,2,3,3,6,3,2,3,3,1,3,3,6,6,3,3,5,4,3,3,3,3,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
581,2,1,1,2,,,,,,,5,2,2,2,3,2,2,2,2,2,2,3,3,1,2,2,2,4,3,3,3,2,2,3,2,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
582,2,1,1,4,2,2,2,2,2,2,6,2,2,,3,2,6,2,2,2,2,7,3,1,2,7,2,7,7,7,1,3,2,2,1,1,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
583,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,2,3,2,3,3,3,6,6,6,6,6,6,2,2,2
584,2,1,2,3,2,2,2,3,2,1,3,2,1,3,3,2,2,2,2,3,2,2,2,1,5,2,3,3,3,3,2,2,2,2,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
585,1,1,2,2,2,2,2,1,1,4,4,1,2,2,2,2,2,1,1,2,2,3,3,1,5,2,2,2,2,7,2,3,3,3,2,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
586,1,1,1,3,3,2,3,3,3,1,,2,1,3,2,2,2,6,6,2,3,3,6,2,,2,6,6,3,6,5,5,5,5,5,5,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
587,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,7,3,7,6,6,6,6,6,6,3,3,1
588,1,1,1,2,2,2,2,2,3,1,2,2,1,2,2,2,2,3,6,3,2,3,3,2,,2,6,6,3,3,3,2,2,2,2,2,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
589,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,7,7,7,2,2,2,3,3,3,4,4,1
590,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,6,7,7,5,5,5,,5,5,6,6,1
591,2,1,1,3,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,2,3,3,3,,,,,,,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
592,1,1,1,2,2,2,2,2,3,1,2,2,2,2,2,2,2,2,6,2,2,3,3,2,,2,1,3,3,3,2,2,1,1,1,1,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
593,1,1,2,3,1,1,1,1,1,1,4,1,1,1,1,1,1,1,6,1,1,1,1,1,4,1,1,1,1,1,4,4,4,4,4,3,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
594,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
595,2,1,1,4,,,,,,,3,2,2,2,2,3,,3,2,4,2,1,1,1,4,2,2,3,3,3,4,2,3,4,3,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
596,1,1,3,4,4,4,4,4,4,5,,2,2,3,3,3,3,6,6,6,6,6,6,2,,6,6,6,5,5,5,5,5,5,5,5,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
597,1,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
598,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,5,5,2,2,6,,6,6,6,2,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,6,6,7,6,2,3,2,2,2,3,3,1,1
599,2,1,1,1,,,,,,,6,2,2,2,2,2,2,2,2,2,2,7,7,2,,7,7,7,7,7,1,2,3,3,1,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
600,1,1,1,4,2,2,2,2,2,1,,2,3,2,2,2,2,,,,,,,1,2,2,7,7,7,7,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
601,2,1,1,2,2,2,2,1,2,1,,2,2,2,2,2,2,6,3,2,2,3,3,1,2,2,2,3,3,1,1,2,2,2,1,3,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
602,2,1,1,2,2,1,2,2,3,1,,2,2,2,2,2,2,2,6,2,2,7,7,2,,2,2,3,7,7,2,2,2,2,2,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
603,2,1,2,3,1,1,1,1,2,1,4,1,1,2,2,1,1,1,1,2,2,2,1,1,3,1,2,2,2,2,3,3,4,4,4,4,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
604,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,6,6,6,6,6,6,5,5,1
605,1,1,1,2,2,2,2,3,3,1,,3,2,2,3,3,3,2,2,3,3,3,4,2,,3,6,3,3,3,3,2,2,2,2,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
606,2,1,2,3,1,1,4,4,3,3,1,7,7,7,7,7,7,1,3,1,1,3,6,1,4,2,1,7,7,7,3,3,2,6,3,6,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
607,1,1,1,3,2,2,3,2,2,1,2,2,2,3,2,2,6,2,6,2,2,7,7,2,,2,6,3,7,2,4,4,3,3,2,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
608,1,1,1,3,2,2,2,2,2,1,,2,1,1,1,2,2,2,2,1,1,2,2,1,4,1,1,3,2,2,4,5,4,4,4,3,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
609,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,7,7,,3,3,3,3,3,3,2,2,1
610,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,2,1,1,2,2,1,1,1,2,2,2,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,2,3,3,3,3,3,3,2,2,2,1,2,2,2,3
611,1,3,3,4,,,,,,,,7,7,7,7,7,7,7,7,7,7,7,7,1,1,7,7,7,7,7,6,6,6,6,6,6,6,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
612,1,1,,3,,,,,,1,7,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,,,1,1,1,,,,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
613,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,7,7,7,6,6,6,6,6,6,6,6,2
614,2,1,1,4,,,,,,,5,3,3,4,3,4,3,3,5,3,3,3,3,2,,2,3,3,3,3,3,3,3,3,3,3,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
615,1,1,1,4,2,2,3,3,4,1,,2,2,6,6,6,3,6,6,6,,6,6,3,,3,3,6,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
616,1,1,1,2,2,2,2,2,2,1,,1,1,1,,2,3,2,6,2,3,3,3,2,,1,1,3,3,3,4,5,3,3,3,4,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
617,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,4,3,3,,,,,,,3,3,1
618,1,1,1,2,,,,,,,3,3,2,3,3,2,2,1,1,3,2,3,3,2,,2,2,2,7,7,3,2,2,2,6,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
619,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,4,4,3,2,2,4,4,5,3,3,3,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,3,2,6,6,3,2,1,2,1,1,2,1,1,1,1
620,1,1,1,2,2,2,2,3,2,1,5,2,2,3,3,2,2,2,6,2,3,2,5,2,,2,6,3,3,3,3,4,2,3,3,3,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
621,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,1,3,2,2,3,2,4,3,1
622,1,1,1,2,3,3,2,3,2,2,1,2,2,2,2,2,2,6,6,2,2,2,2,1,1,2,6,6,2,2,3,3,3,3,3,3,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
623,2,1,1,3,2,2,2,2,1,1,3,2,1,2,2,2,1,2,6,2,3,3,2,1,2,2,2,2,7,7,3,3,3,3,3,3,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
624,1,1,2,3,1,1,2,2,1,1,3,1,1,1,1,2,,1,1,1,1,1,1,1,2,1,,1,1,1,3,3,3,3,2,3,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
625,2,1,1,1,3,2,2,2,2,3,,3,3,4,4,5,3,5,4,5,2,3,2,1,4,2,3,3,3,2,4,2,2,2,4,1,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
626,1,1,2,3,2,2,2,2,1,1,6,2,2,2,2,2,2,2,6,2,2,2,2,1,4,1,6,3,2,3,2,3,3,3,3,3,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
627,1,1,1,1,3,3,3,3,1,1,,3,3,2,2,4,4,2,6,6,3,2,2,2,,1,1,1,2,6,4,4,4,4,4,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
628,1,1,2,2,1,1,1,1,1,2,5,,,,,,,,,,,,,1,3,2,2,3,2,2,1,3,3,2,2,2,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
629,1,1,2,3,2,2,1,3,2,1,6,2,2,2,2,2,3,6,6,3,2,2,7,1,1,3,6,6,3,3,4,4,4,4,3,4,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
630,1,1,1,3,,,,,,,3,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,6,2,1,1,5,4,1,1,1,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
631,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,2,1,2,2,1,2,3,3,3,3,3,1,1,3
632,1,1,2,3,1,1,1,1,1,3,7,1,1,1,1,1,1,3,2,1,1,2,1,1,6,1,1,1,1,1,2,3,4,4,4,4,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
633,1,1,1,4,2,2,2,1,1,5,,3,2,3,2,3,3,2,1,2,2,3,2,2,,2,3,4,3,2,2,3,3,1,2,3,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
634,2,1,2,2,1,2,2,2,1,1,3,2,2,2,2,2,3,3,3,2,2,3,3,1,5,1,1,3,1,1,2,3,3,3,3,2,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
635,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,6,2,2,2,2,2,2,6,1,2,2,2,2,6,6,5,5,3,3,5,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
636,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,2,3,2,2,2,2,6,2,2,3,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,2,6,6,3,3,2,2,2,3,3,2,2,2,1
637,1,1,1,2,2,2,2,4,2,,,3,2,1,2,2,3,3,6,2,2,4,6,1,1,1,6,2,2,6,5,5,5,5,5,5,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
638,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,1,3,4,1,3,2,5,5,2
639,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,1,2,2,1,1,2,2,2,1
640,1,1,3,4,,,,,,,2,3,2,2,2,2,2,2,6,4,2,3,3,1,2,2,2,4,3,2,3,3,4,3,3,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
641,1,1,1,3,3,2,2,2,2,2,4,2,2,2,2,2,2,2,6,2,2,3,3,1,3,2,6,3,3,3,2,1,1,1,1,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
642,2,1,1,3,2,3,3,2,2,1,4,3,2,2,2,2,2,2,2,2,3,3,2,1,3,2,3,3,3,3,3,2,2,2,2,3,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
643,1,1,1,3,1,1,1,1,2,2,5,3,2,2,2,3,3,2,2,2,2,3,2,3,,1,6,3,3,3,1,2,2,2,1,1,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
644,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,6,3,3,2,2,2,2,2,2,3,3,1
645,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,3,3,2,3,4,2,4,3,2,2,3
646,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,3,1
647,1,1,1,2,4,4,1,2,3,1,,2,1,2,3,3,3,3,6,3,1,3,3,2,,2,6,2,4,2,3,2,1,1,2,1,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
648,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,3,2,2,2,2,2,3,3,1
649,1,1,1,,2,2,4,3,2,5,,3,3,2,2,3,2,6,6,3,3,3,6,2,,3,6,6,3,6,5,4,4,2,6,4,3,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
650,1,1,1,4,2,2,2,2,2,1,,2,1,2,1,1,1,3,6,1,1,1,1,1,3,1,1,6,3,3,3,4,4,4,4,4,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
651,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,1,6,6,6,6,6,3,,2
652,1,1,1,3,4,4,4,,4,5,,4,4,4,2,4,4,6,6,4,4,6,6,1,1,6,6,6,6,6,6,6,6,6,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
653,1,1,2,3,2,,,,2,1,,1,1,1,2,1,1,1,6,1,1,1,1,1,1,1,1,2,2,1,1,3,4,4,4,4,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
654,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,1,1,1
655,1,3,3,4,,,,,,,,7,7,7,7,7,7,7,6,6,7,7,7,3,,6,6,6,7,7,6,6,6,6,6,6,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
656,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,3,7,3,1,2,3,2,2,3,5,2,2
657,2,1,1,2,3,3,3,3,3,5,,3,2,2,3,3,2,3,3,3,3,3,3,2,,7,7,7,7,7,6,6,6,6,6,6,3,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
658,1,1,1,4,2,2,2,2,3,1,3,2,3,2,2,2,2,1,1,2,1,2,2,1,1,2,1,3,3,2,6,2,2,3,2,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
659,1,1,,3,,,,,1,1,,1,2,2,,,,,,,,,,1,1,2,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
660,2,1,1,2,2,1,1,2,2,2,4,1,1,2,2,2,2,2,2,2,2,3,2,1,1,1,1,2,3,3,3,3,2,2,3,2,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
661,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,2,1,2,1,2,2,3,3,1
662,1,1,2,3,2,1,1,1,2,1,1,1,1,1,1,1,1,6,6,1,1,6,6,1,1,1,6,6,1,1,2,3,4,5,5,4,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
663,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,6,7,7,2,2,2,2,3,2,3,3,2
664,2,1,2,3,1,1,1,1,2,3,6,2,2,2,2,2,2,1,1,1,1,2,3,1,6,1,1,3,1,2,3,3,3,3,2,2,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
665,1,1,1,4,,,,,,,5,,2,,2,,3,,6,,2,,4,1,2,,,,,,,4,,3,,1,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
666,1,1,3,4,,,,,,,1,2,2,2,2,,2,2,2,2,7,7,,1,2,3,3,3,3,3,6,3,3,3,3,6,3,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
667,1,1,1,2,2,1,2,2,2,2,,6,2,1,3,2,2,6,6,2,2,2,6,1,2,3,6,3,7,7,6,6,2,2,2,3,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
668,2,1,1,3,2,2,2,3,2,1,4,2,1,2,2,1,2,3,6,2,2,3,3,2,,2,2,3,3,3,2,2,3,3,3,3,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
669,1,1,1,4,2,2,3,3,3,1,2,2,2,4,3,3,5,2,6,2,2,5,5,2,,2,2,3,3,3,4,4,4,4,3,3,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
670,2,1,1,2,,,,,,,3,2,2,2,2,3,4,2,2,3,2,2,2,1,2,2,2,2,3,2,2,2,3,2,2,3,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
671,1,1,2,2,2,3,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,3,2,2,2,2,2,4,4,4,2,2,3,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
672,1,1,2,4,2,1,2,2,2,5,3,1,1,1,2,2,2,1,2,1,2,2,3,1,3,1,2,2,3,3,3,4,2,2,2,2,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
673,1,1,1,3,2,1,2,2,2,1,2,2,2,2,2,2,2,2,6,2,3,3,3,2,,2,6,6,7,7,4,4,4,3,,2,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
674,2,1,1,3,2,2,2,2,2,2,6,2,2,2,2,2,2,2,2,2,2,3,2,1,5,2,2,3,2,3,2,2,2,6,2,1,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
675,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,1,1,1,1,1,6,6,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,2,2,6,7,6,1,6,5,3,3,2,2,2,1
676,1,1,1,3,1,1,1,2,2,1,2,1,1,1,1,1,2,2,6,2,1,2,2,1,3,1,1,1,1,1,4,4,4,4,4,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
677,1,1,2,2,3,3,3,3,2,1,,2,2,2,2,6,2,6,6,,2,2,6,1,2,2,6,6,2,6,3,3,3,3,3,3,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
678,1,1,3,4,2,2,2,3,2,1,,2,2,2,2,2,2,2,6,2,7,7,6,2,,2,6,6,2,6,6,5,5,5,5,5,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
679,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,6,3,3,1,2,2,1,1,1,2,1,2
680,1,1,1,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,6,2,2,2,2,1,4,1,6,1,1,1,3,3,4,3,2,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
681,1,1,1,3,2,2,2,1,2,1,2,2,1,1,1,1,2,3,6,2,2,7,2,1,3,1,6,6,2,2,5,4,3,3,3,3,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
682,1,1,1,2,2,2,2,2,2,5,,2,1,2,2,2,3,2,6,2,2,2,2,2,,2,6,6,2,2,5,5,5,5,5,5,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
683,2,1,1,3,2,2,3,2,2,1,4,2,2,3,3,2,2,2,2,2,3,3,2,1,3,2,2,2,3,3,1,3,2,2,3,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
684,1,1,1,2,2,1,1,3,3,1,,2,2,1,1,2,2,2,6,2,1,3,1,1,2,1,2,3,3,2,3,5,3,3,3,3,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
